How Hip Were You In 2015	1
Insider Trading Inquiry Cites Lawyers at S.E.C.	0
A Priest, Rabbi, And Imam Discuss Gay Rights & More	1
Scientists Don't Know What To Make Of The Latest Pluto Photos	1
An Amputee Just Performed The Most Amazing Routine On A Dance Show	1
26 Tweets About Sex That Will Make You Laugh Every Time	1
Can We Guess Your Zodiac Sign From The Animal You Choose	1
Can We Guess What Kind Of Person You Are From These 10 Questions	1
Death toll rises to eleven in K2 mountain avalanche	0
41 Romantic Ideas To Elevate Your Engagement Pictures	1
France Approves Crackdown on Internet Piracy	0
23 Wildly Entertaining Wedding-Night Stories From Real People	1
20 Pictures That Will Make Absolutely No Sense If You've Never Been To A Target	1
23rd Southeast Asian Games officially begins November 27	0
Boston University Stuns Miami to Win Fifth N.C.A.A. Title	0
MSNBC Wants to Add a 3rd Prime-Time Show	0
Fußball-Bundesliga 2008–09: Wolfsburg win first season title	0
No, The DMV Is Not The Most Hated Government Service (According To Yelp)	1
Another Top Law Firm Pays Hires to Delay Start	0
People Try Balut For The First Time	1
17 Mind-Blowingly Cute And Simple Halloween Costumes For Kids	1
Orange County Sheriff's Office still investigating into Tigger hit	0
Lamar Odom Loves Kanye's New Album, According To Kim Kardashian	1
Iraq Warily Moving Ahead on Oil Contracts	0
European Union Council to accept software patent directive	0
This  Beautifully Inclusive Ad Will Make You Ugly Cry	1
Which Oscar Winner Are You Based On Your Zodiac Sign	1
Colombia signs FTA with Mercosur	0
What's The Love Of Your Life Up To Right Now	1
This Is Actually The Best Way To Make A Turkey For Thanksgiving	1
Neil Entwistle agrees to extradition	0
Who Do You Think The "Scream Queens" Killer Is	1
Obama delays arrival to Copenhagen summit by one week	0
A New Afghanistan Commander Rethinks How to Measure Success	0
Emerging Markets Regain Their Footing	0
Which Girl From "Mean Girls" Should Be Your BFF	1
Amazon deforestation accelerating	0
Ice Cube, Kevin Hart, And Conan Might Be The Worst Driving Instructors	1
Are You More Laura Or Carmilla	1
Madoff Accountant, David Friehling, Pleads Not Guilty	0
Wikimedia, IWF respond to block of Wikipedia over child pornography allegations	0
Burning Man Experience Generator	1
18 Things Everyone Who Had Chunky Highlights Will Relate To	1
You'll Be In Tears After Hearing Josh Groban And Kelly Clarkson Duet	1
Tennessee Failed to Protect Cities in Bond Deals, Governor Says	0
Tell Us Your Stories About Sexism In College	1
Here's How To Have A Panel About Women At Davos	1
26 Photos That Every Perfectionist Will Find Pleasing	1
How Much Of An Old Soul Are You	1
Hilary Duff On Her Phone Is Every Twentysomething Ever	1
Benfica sacks head coach after first match of the season	0
Brain dead woman gives birth	0
MTV and VH1 to broadcast Live 8	0
24 Times Daisy Ridley Was As Badass In Real Life As She Is In "Star Wars"	1
For Now, the Jets Are Going With an Emptier Backfield	0
Why This TV Show Featured Full-Frontal Male Nudity	1
Connecticut becomes third U.S. state to allow same-sex civil unions	0
The Inner Beauty of a McNugget: A Cultural Scan	0
Kendall Jenner Shared A Photo Of Her Boob On Instagram	1
24 Spectacular One-Tier Wedding Cakes	1
21 Times You Were Completely Betrayed By Crisps	1
Former US president Carter meets with former deputy-PM for Hamas	0
Kwaśniewski to end his term within 5 days	0
Which One Of Zayn Malik's Tattoos Are You	1
Pittsburgh's Bettis to work as NBC studio analyst	0
West Virginia University regains title as number 1 party school	0
Can You Match The Iconic Costume To The Quote	1
17 Insanely Awesome Starbucks You Need To See	1
Are You More Kate Or Maura From "Sisters"	1
17 Super-Necessary Hacks For Anyone With A Car	1
Your Children Will Be Taught That Nyle From "America's Next Top Model" Is The Hottest Man Ever	1
17 Amazing Products That Actually Worked For These People With Curly Hair	1
Take A Look Back At The Biggest Black Friday Toys Of The Past 20 Years	1
Former Louisiana Tech University President F. Jay Taylor dies aged 87	0
Physicist John Wheeler dies at age 96	0
Bodies retrieved from Philippine ferry capsized in typhoon	0
2 Ex-Timesmen Say They Had a Tip on Watergate First	0
Psychiatrist Dr. Jerald Block tells Wikinews about addiction to the Internet	0
Taipei chosen to host Wikimania 2007	0
Suit Filed Over Killing of Teenager in Classroom	0
We Had Celebs Flip CDs With Glasses At The People's Choice Awards And It Was A Mess	1
Discovery Space Shuttle Launch scheduled for July 13	0
Jet Goes Down in Indian Ocean With 153 Aboard	0
New Jobless Filings Fall, but Long-Term Claims Rise	0
For Golfer, Wrong Ball Turns Into Right Move	0
25 dead after fire in Chinese coal mine	0
18 Filipino Words You Can't Translate To English	1
Belgian peacekeepers wounded in Lebanon	0
7 Easy Fall Dinners That Are Actually Satisfying	1
Aerodynamics on Land: Aiming for 800 M.P.H.	0
China names its new head coach for swimming	0
18 Must-Have Shoes For Fall	1
Soyuz rocket launches GIOVE-B satellite	0
A Reminder Of What It Really Meant To Be A Militant Feminist	1
Tools That Leave Wildlife Unbothered Widen Research Horizons	0
Annual Perseids meteor shower visible in northern hemisphere	0
Oprah Interviewed The Cast Of "Friends" In 1995 And It Will Melt Your Heart	1
Ralph Nader enters US presidential race as independent	0
Crane levels New York City townhouse, leaving 4 dead	0
The Isolated Vocal Track Of Freddie Mercury And David Bowie Singing "Under Pressure" Is Amazing	1
Time to Unravel the Knot of Credit-Default Swaps	0
31 Delicious Things You Should Eat In January	1
A Young George Clooney Almost Got Brad Pitt's Part In "Thelma And Louise"	1
Egyptian president will not seek re-election in September after protests	0
Regulators Zero in on Risks of Airbus Sensors	0
Can You Identify Which Language These "Hellos" Are In	1
What Number Are You	1
17 "Nude" Beauty Products That Actually Look Amazing On Brown Skin Tones	1
The Talented Mr. Madoff	0
This Color Blot Test Will Reveal Your Inner Fear	1
Card Fees Pit Retailers Against Banks	0
In Buffalo, Owens and Evans Are as Different as Fire and Ice	0
What's Your Favorite Story From Your Time In A Black Fraternity Or Sorority	1
31 Thoughts I Had While Watching "Empire"	1
Small plane and helicopter collide over Hudson River in New York City	0
5 Reasons Why The Lawsuit Against Taylor Swift Makes No Sense	1
First couples celebrate same-sex marriage in New Zealand	0
17 Knockoff Game Systems That Failed So Hard They Almost Won	1
WHO states H1N1 swine flu world's most dominant virus	0
24 Of Greatest Grad School Memes On The Internet	1
Russians Strengthen Their Faith and a Tradition With an Icy Water Plunge	0
I'm The Armless Archer And A Paralympic Silver Medalist	1
Tasmanians protest against pulp mill	0
Issue of Execution and the Retarded Returns to Supreme Court	0
25 Feminist Songs That Always Make You Feel Like A Boss	1
The Try Guys Ruin Your Childhood (With Weird Costumes)	1
Obama Pushes Financial Regulatory Overhaul	0
Here Are The Actual Places On Mars Where "The Martian" Is Set	1
After Drubbing, U.S. Will Face  Dutch in World Baseball Classic	0
Can You Pick The Right Slice Of Pizza	1
Plea Deal Ends Sexual Abuse Case Against Federal Judge in Texas	0
20 Times Teens Were Totally Out Of Control In 2015	1
2008 Taiwan Designers' Week shows potential of innovations	0
Only True New Jerseyans Will Ace This Quiz	1
Fear and loathing on the campaign trail, October 2008	0
More bodies recovered from capsized boat in Kerala, India	0
15 Things Your Dentist Actually Wants You To Know	1
This Hilarious Harry Potter Comic Shows Why Snape Always Sucked	1
16 People Who Took Their Love Of Hockey A Little Too Far	1
Queensland win W-League Grand Final	0
30 Gooey And Delicious Dips That Will Make Freak Nasty Proud	1
What A Gender-Swapped "Harry Potter" Would Really Look Like	1
For Lance Armstrong, a Plodding Return on a Scorching Day	0
7 Ways To Style Your Braids If You Suck At Hair	1
7 Disney Princesses Drawn As Fast As Possible	1
26 Movies That Will Ruin Your Appetite	1
Here Is ABC Family's "Hocus Pocus" Schedule For Halloween	1
Yankees power surge blacks out Sox relief in 8-6 win	0
Polish mine explosion kills 8	0
Subplots, Sideshows and Vagaries of Links Golf Await at British Open	0
Iraqi PM, Russian leaders discuss energy deals	0
Inside London's Bone Archive, Where The Dead We Dig Up Go To Live	1
Can You Get Through These Pictures Of Zac Efron Wearing Tiny Shorts Without Gasping For Air	1
31 Times "Scream Queens" Perfectly Described A Night Out With Friends	1
18 Food Truths All San Diegans Will Understand	1
Where Should You Go On Holiday Based On Your Zodiac Sign	1
Democrats Scramble to Cut Costs From Health Plan	0
A Clocker Is Waiting for a Derby Workout That Stops Time	0
Orioles' Palmeiro gets mixed baseball fan greeting	0
Falling Revenues Threaten Rebuilding in Iraq	0
What's A Quote Or Lyric That Best Describes Your Depression	1
28 Tweets About Dieting That Will Make You Laugh Out Loud	1
17-Point Play Waved Off in California	0
The Girl Who Plays Sansa Stark On "Game Of Thrones" Has A Crush On Ryan Gosling	1
New Jersey jury clears man of five murders over 1978 teens' disappearance	0
Dudley The Cow Got A New Prosthetic Leg And Is So Happy Now	1
For Peruvians, Baskets for the U.S. Market Bring a New Way of Life	0
Foes Say Law Protects Predators	0
Israel Removes Illegal Settler Outpost in West Bank	0
We Know Which Celebrity You Hate The Most	1
Train crash in Netanya, Israel injures at least 50; no casualties	0
Two-time Eurovision entrant Edsilia Rombley discusses music, love, and her contrasting Contest experiences	0
Which Disney Princess Are You Based On Your Birth Month	1
For Anyone Who Still Uses A Nightlight	1
US will remove 'terror' tag on North Korea	0
Parents Are Irate Over A Children's Book Called "Do You Want To Play With My Balls?"	1
Canadian province receives warning from Exxon	0
UN official: DR Congo is ‘rape capital of the world’	0
21 Outrageously Creative Ways To Make Meatballs	1
Lack of Cash Sinks Memorial to Abba	0
Pakistan wins Fortune Cup defeating West Indies by 3-0	0
32 Online Shops Based In The Southwest You Should Be Shopping At	1
Russian geographer Andrey Kapitsa dies aged 80	0
Romanian artists auction off their works for tsunami victims	0
Cocaine Trade Helps Rebels Reignite War in Peru	0
Which Person Should Write You A Haiku For Valentine's Day	1
Pakistan Claims More Gains Against Taliban	0
Ford's US auto sales spike, surpassing GM	0
17 Stunning Men With Eyeliner Better Than Yours	1
21 Gifts To Give Yourself When Adulting Is Too Hard	1
How Well Do You Actually Remember "Hocus Pocus"	1
Banks Have Raised Billions Since Test, Geithner Says	0
16 Times Tumblr Was Hilarious About "The Hunger Games"	1
Dalai Lama visits monastery despite protests from China	0
The Best Moment Of A Date	1
Chris Benoit mystery editor confesses: claims "terrible coincidence"	0
2010 FIBA World Championship starts	0
This Word Search Test Will Reveal A Deep Truth About You	1
13 More Accurate Album Titles	1
U.N. Leader Presses Sri Lanka on Speeding Relief to War Refugees in Camps	0
Can You Identify The 5 Seconds Of Summer Music Video From The Screencap	1
BBC's Mock The Week 'breached guidelines' with Olympian humour, say corporation's Trust	0
Former president Rafsanjani to lead Friday Iran prayers	0
Italian police launch nationwide anti-terror sweep	0
Oil Industry Ready to Work on Global Warming	0
Villanova Upsets Pittsburgh, and Providence Beats Syracuse	0
28 Times Yahoo Answers Lost Its Damn Mind In 2015	1
We Need To Acknowledge That Niall Is The Most Underrated Member Of One Direction	1
Afghanistan's parliament rejects Karzai's cabinet nominations	0
NASA's Mars rovers exceed all expectations	0
18 Snapchats That Hit Too Close To Home	1
How Addicted To Wikipedia Are You	1
Make Your Instagram Captions Sound Profound With These Elliott Smith Lyrics	1
22 Honest Comebacks Retail Workers Wish They Could Use	1
24 Things You've Definitely Seen If You Live In Virginia	1
19 Things You Quickly Realize When You Move Into Your First Apartment	1
This Caption On Lindsay Lohan's Instagram Is Amazing And Completely Mind Boggling	1
17 Tumblr Posts About "Harry Potter" That Will Make You Weep	1
27 Parents' Reactions To "Netflix And Chill"	1
Serious Question: Is This Brad Pitt Or Not	1
Australian remake of Iron Chef launched	0
41 Totally Legitimate Reasons To Quit Your Job	1
Meet One Of The Filthiest Female Characters You'll See Onscreen This Year	1
These Hollywood Actors Performed Monologues Of Other Women's Abortion Stories	1
"Very Lonely Luke" Is The Latest Hilarious "Star Wars" Parody Twitter Account	1
China and Indonesia hail deal of Copenhagen summit	0
NBA star Gilbert Arenas pleads guilty to gun possession, could face six months in prison	0
Sears Tower Is Going Green	0
Air Canada to lay off over a thousand machinists	0
I Was A Weatherman For A Day, And This Is What I Learned	1
19 Times Canadians Were Condescending To Americans About Winter	1
8 Best Things About Being Chinese-American	1
How Well Do You See The Colors Of A Rainbow	1
Neolithic noodles found in Qinghai, China	0
Wikinews interviews on contributions to open-source: Opera	0
Next season's Coppa Italia football tournament adopts new format	0
The U.S. Men's Gymnastics Team Is So Hot It's Problematic	1
This Boston Man Yelling At A "Sea Monstah" Is The Best Thing You'll See Today	1
G.M. Seeks More Imports From Low-Wage Countries	0
The 23 Most Terrifying Things Justin Bieber Fans Have Done	1
Golf Shoes to Improve Your Style, and  Your Game	0
Ethiopian fighter jets attack Somalian towns	0
Islamist militia driven out of Mogadishu, vow to keep fighting	0
Eddie Redmayne Occasionally Pays Rent For Drama Students	1
National Museum of Scotland reopens after three-year redevelopment	0
Which "Family Guy" Moment Makes You Laugh Every Time	1
Pride in London 2013: in pictures	0
18 Truths Everyone Without A Squad Knows About	1
Show Us Your White Ink Tattoos	1
For Anyone Whose Face Is Permanently Frozen With One Expression	1
NASCAR driver Labonte terminates deal with TRG Motorsports	0
Which Episode Of "Law And Order: SVU" Should You Watch This Halloween	1
19 Products That Will Change Every Booze Lover's Life	1
Rhode Island Weighs Using Shorter Official Name	0
13 Things I Learned When I Decided To Start Eating Vegetables	1
19 Totally Underrated Places To Get Affordable Jewelry Online	1
Cargo plane crashes near Khartoum; at least four dead	0
Which Early '00s Pop Diva Are You Based On Your Zodiac	1
Which Zodiac Sign Are You Most Compatible With	1
Rihanna Looks Flawless In Her New Video For "Work"	1
Student on Trial in Italy Claims Police Pressure	0
21 Dinners You Only Need 20 Minutes To Make	1
Arrest made over murder of UK gemstone expert in Kenya	0
Shooting rampage in Orlando, Florida leaves one dead, seven injured	0
Teenage gunman kills 15 in south-west Germany	0
Iranian president says move Israel to Europe	0
Ipswich, England serial murders to be adapted into 'musical'	0
How Emotional Neglect Is Turning Too Many Of Pakistan's Boys Into Criminals	1
Novartis Profit Rises 62%, but Outlook Dims	0
How To Flirt With Queer Girls Without Making A Total Fool Of Yourself	1
Pakistani Charged in Mumbai Assault	0
UN 'optimistic' on tsunami aid effort	0
Jared Leto Poses As The Joker For "Empire" And He Looks Amazing	1
Which Halloween Candy Matches Your Zodiac Sign	1
Director Joseph Kahn Defends Taylor Swift's "Wildest Dreams" Video	1
U.S. Is Said to Agree to Raise Stake in Citigroup	0
'MI6 officers' named on US-based website	0
Which Random Hogwarts Student Are You Based On Your Zodiac Sign	1
Romanian foreign minister breaks the ice between Bucharest and Chisinau	0
Photo Stirs Speculation on North Korean Leader	0
Earthquake hits Turkey, hundreds reported dead	0
Are You More Walter White Or Heisenberg	1
7 Honest Pieces Of Advice For Scientists From A 90-Year-Old Nobel Laureate	1
Policeman from Sussex, UK pleads guilty to fraud over lost and found money	0
Internet Explorer 7 beta released to the public	0
Court of Appeal upholds Ontario's talks with Caledonia	0
Spate of Attacks Tests Iraqi City and U.S. Pullout	0
Brazil, Bolivia promise cooperation	0
Job Losses Push Safer Mortgages to Foreclosure	0
Pakistani journalist found dead in home	0
Hormel Earnings, Led by Spam, Beat Expectations	0
New Challengers Aim for Federer at Wimbledon	0
US secretary of state Hillary Clinton says America helps fuel illegal drug trade	0
This Woman Got Her Tinder Profile Overhauled By Her Co-Workers	1
Caitlyn Jenner Totally Slayed It At The Point Foundation's Annual Voices On Point Gala	1
Knicks Acquire Hughes and Wilcox in Deadline Deals	0
Gates Reassures Allies Over North Korea	0
18 Vegan Mac 'N' Cheese Recipes That'll Make You Drool	1
Six dead after shooting spree in Belgorod	0
17 Itty Bitty Kitty Committees That Run The World	1
Biden Questions Vote but Sticks to Policy on Iran	0
Bernie Ecclestone attacked outside London headquarters; no arrests made	0
President Obama's "Comedians In Cars Getting Coffee" Episode Is Hilarious	1
Would You Use A Switch That Turns Off Your Sperm	1
Microsoft Windows metafiles are a vector for computer viruses	0
One N.B.A. Star and 150 Bridges to Sichuan	0
Only Solve This Puzzle If You're Obsessed With Music And Movies	1
Cuban dissidents hold rare public meeting	0
10 Things Spanish Majors Are Tired Of Hearing	1
Men isolated to mimic Mars flight	0
11 Things You Can Do Right Now To Make Winter Feel Less Awful	1
This Is The Worst Version Of Your Favourite Mariah Carey Song	1
Layoffs for Prize-Winning and Bullet-Taking Journalists	0
Fewer Letters and More Space in the Mailbox	0
Irish Government sends team of officials in hunt for Journalist	0
Fires at Baxter Immigration Detention Centre in South Australia	0
Brazil ceases hunt for bodies from Air France crash	0
Sid The Beagle Is Running For Austin Mayor And He Means Business	1
Netanyahu Backs Palestinian State, With Caveats	0
'Fascinating' and 'provocative' research examines genetic elements of bipolar, schizophrenia	0
A Woman Is Surprised With A Proposal During A BuzzFeed Video	1
Here's How To Wrap A Present Like An Actual Adult	1
Russia Opens LNG Plant to Supply Asia With Fuel	0
16 Weird Things We Will Have To Say To Our Grandkids	1
EADS Willing to Weigh Bid on Split Tanker Order	0
Gun attack at Iranian election office injures three	0
These Women Shaved Their Heads And They Look Fly AF	1
Lower Oil Prices Hurt ConocoPhillips Earnings	0
15 Exquisite No-Bake Treats Your Valentine Will Never Forget	1
Jebreen, Extremist Saudi Cleric, Was Treated in Germany	0
Google hires lead developer for open source instant messenger, Gaim	0
NASCAR: Tony Stewart wins 2010 Pepsi Max 400	0
Can You Make It Through Our Ghost Game	1
For Bond Investors, a Focus on Scrutiny Over Timing	0
Boise Region Grapples With Smog	0
Questions Gay People Have For Bisexual People	1
Here's The Feminist Advice Lucille Ball Gave To Carol Burnett	1
Forging a Hot Link to the Farmer Who Grows the Food	0
German and Swedish foreign ministers agree on Gaza standpoint	0
Some Australian government welfare recipients will be forced to pay their bills	0
What Is It Like To Be A Man With An Eating Disorder	1
11 Horrifyingly Cute Halloween Emojis	1
Brazilian news agency using free software for multimedia broadcasting	0
Accused Qaeda Sleeper Agent in Court	0
1,100 evacuated due to massive Halifax brush fire	0
We Know Which Taylor Swift Hairstyle Would Look Best On You	1
First Black Mayor in City Known for Klan Killings	0
These Are Trap Questions. Do Not Answer Them	1
Man jailed for murder of children in Manchester, England	0
25 Amazing Gifts For Anyone Who Spends Most Of Their Time Snacking	1
Americans Are Setting Pace at Nordic World Championships	0
Like Bats, Shrews Let Echoes Be Their Guide	0
EU ban on 75W bulbs comes into force	0
Here's What It's Like To Visit An Actual Paper Town	1
The Latest Precocious Teenager Loses	0
New Hands-Free Headsets From Plantronics and Aliph	0
Catholic Democrats tell Chicago Cardinal George not to pull funding from immigration campaigners supporting same-sex marriage	0
You'll Sob When You Try These Yoga Poses At Home	1
16 London Street Foods That Will Change Your Life	1
19 Things Women Who Love Eating Just Get	1
I, A Person Horrible At Eyeliner, Tried Pinterest Eyeliner Tips	1
After 2 Mistrials, Prosecutors Try Again to Prove Jihad Plot	0
Just Browsing? A Web Store May Follow You Out the Door	0
We Tried The Kylie Jenner Lip Kit And Had A Great Time	1
World's Largest Ball of Twine Turns 50	0
Yahoo Picks Former Autodesk Chief to Succeed Yang	0
Pug Puns That Will Brighten Your Day	1
Apple concerned with iPhone icons' alleged misuse	0
Tyler Hamilton Admits Taking Banned Drug and Retires From Cycling	0
This Woman Looks So Much Like Angelina Jolie It's Scary	1
Russia Ends Operations in Chechnya	0
New York firebomb suspect arraigned	0
Here's What It Looked Like Behind The Scenes Of "Fuller House"	1
This Clydesdale Horse Already Has The Best Photobomb Of 2016	1
Which Type Of Swearer Are You	1
Ellen DeGeneres Had Adele Record Her Voicemail Greeting And It's Perfection	1
2008 Taipei Game Show review: Variations differ from past years	0
